price,condition,grade,sqft_above,sqft_basement,sqft_living15
537000,4,7,2230,0,2230
250000,5,7,910,650,1470
835000,3,10,2950,0,2870
770000,4,7,1480,0,1570
650000,3,7,1730,1120,2450
335000,3,7,1560,830,1750
350000,4,7,1740,0,1560
415000,4,7,1220,840,1840
788000,4,8,2680,0,2680
640000,4,7,2430,720,1990
388000,3,8,2440,0,2450
360000,3,7,1390,840,2110
692500,3,7,1390,840,2110
425000,3,6,1600,0,1410
645000,3,6,1600,0,1410
340000,3,7,1580,0,1200
713000,4,8,2840,0,2550
430000,3,8,2550,0,1020
280000,4,7,1250,450,2070
215000,3,7,1470,0,1390
306000,3,8,1680,0,2080
299900,3,7,1110,0,1780
534000,3,7,1200,920,1930
1.16E+06,3,9,1930,450,3370
1.17E+06,5,9,2000,670,2320
199990,3,6,890,0,1460
946000,3,9,2140,1000,2760
295000,3,7,1260,0,1639
475000,3,6,920,0,1700
750000,3,8,2450,540,1060
1.23E+06,4,9,2590,530,2030
183500,4,6,1010,0,1370
450000,4,6,1010,0,1630
180000,3,7,1020,0,1160
707000,4,8,2940,600,1290
230000,3,6,900,0,1220
192500,4,7,1100,0,1190
309000,3,7,1990,0,1980
759000,4,8,1520,460,2280
1.12E+06,3,11,4040,0,3940
462000,4,7,1250,0,1560
229000,3,7,1820,0,1770
399950,3,8,1010,130,1140
325000,4,5,1730,0,1940
512000,3,8,1170,0,1310
410000,3,7,2910,0,2910
210000,3,7,970,0,1180
325000,4,7,1600,530,1890
685000,3,8,1630,890,2220
488000,3,7,780,580,1340
247500,3,7,1280,340,1710
489000,4,7,1060,1060,1540
725000,4,8,1450,1250,2080
199950,3,6,1370,0,1370
670000,3,8,2010,510,2170
275000,4,7,1540,0,1590
1.00E+06,3,8,2130,480,3010
255000,3,7,1490,0,1350
465000,3,7,1380,1380,1980
259000,3,7,1260,0,1430
695000,3,9,2030,600,2450
505000,3,7,1370,430,1820
631500,4,8,1130,0,1680
630500,3,7,1180,0,1900
999000,3,10,2800,0,2010
740000,4,7,1350,480,1570
650000,4,8,1660,560,950
554000,3,8,1870,0,1670
400000,3,8,2580,0,2580
529941,4,7,1010,650,2020
310000,3,6,1330,0,1330
389000,3,6,1330,0,1330
731781,3,9,2630,0,2880
502501,3,7,1100,0,1830
443000,4,7,1810,0,1680
607000,5,7,1060,1000,1400
2.15E+06,5,10,3040,1620,2980
585000,3,8,1660,710,2360
1.03E+06,3,9,2430,0,3440
315000,3,8,1880,0,1880
180000,4,6,1150,0,1150
322500,3,7,1350,0,2100
568500,4,7,1310,870,1510
813000,4,8,1920,1450,2250
1.09E+06,4,10,1850,1800,2760
424000,3,8,2100,0,1450
235000,3,6,670,0,1960
740000,5,9,1820,600,2030
415000,3,7,760,0,1270
432000,3,6,1100,1100,1520
1.27E+06,3,12,3880,530,4410
676500,3,8,880,420,2440
419000,4,6,720,0,1030
650000,3,9,2180,0,2880
239000,4,7,1130,0,1490
900000,5,8,1540,690,2020
330000,3,7,1070,1030,2170
510000,3,8,1100,960,1230
465000,3,9,3060,0,3040
1.70E+06,4,10,2810,0,3120
490000,3,9,2550,0,3050
2.68E+06,4,11,4290,0,3620
1.00E+06,3,9,3040,0,2070
469950,3,8,2530,0,2530
536000,3,7,1300,0,1590
244950,4,7,1790,0,1760
575000,4,7,890,640,1240
361000,3,7,1300,1080,2400
650000,5,7,1200,1200,1950
230005,2,7,830,200,1770
293000,3,9,3250,0,1600
445000,3,8,1970,0,2150
280000,3,7,1140,800,1340
520000,3,8,1370,480,1850
780000,3,10,3900,0,1730
625000,4,8,2160,1000,1990
239950,3,7,1440,0,1640
335000,3,7,1340,700,1190
612000,3,8,2120,0,2010
200000,3,6,830,0,1300
345000,4,8,1670,1470,2590
520000,3,8,1550,860,2330
855000,3,8,1800,390,2100
567500,3,7,1190,1000,1510
208000,4,7,1210,0,1370
452000,3,7,880,1000,1260
555000,3,9,2410,0,2540
519000,5,8,1350,1270,1940
474950,3,9,1850,0,1080
419000,3,7,1190,570,2260
390000,3,7,860,0,2160
539000,4,7,2620,0,2070
569000,5,8,1590,810,2200
611000,3,7,1850,0,1850
760000,3,9,4040,0,3000
732000,5,9,1940,0,2330
1.68E+06,4,9,2150,1340,2990
919950,3,9,3170,0,3210
400000,3,7,1440,1090,1960
785000,3,9,3230,0,3230
835000,4,9,2120,0,3280
640500,4,8,1340,300,1760
310000,3,8,2130,0,2350
355000,3,7,1440,0,1150
685000,4,8,1440,500,2160
202500,3,6,1120,0,1050
540000,3,8,2400,0,2420
295000,3,8,1810,0,1850
518000,3,7,1270,0,2100
250000,3,7,1350,0,1370
330000,2,7,1550,0,1600
481000,4,7,920,700,1330
898000,3,9,1770,880,2650
570000,3,8,2510,0,1900
475000,3,8,2040,0,2530
265000,4,8,1660,0,1630
380000,3,10,1580,400,2060
790000,4,9,2690,0,2420
620000,4,9,2910,0,2090
709050,3,8,2670,50,1960
296500,3,7,1280,0,1380
475000,3,8,2160,0,2230
440000,4,8,1290,470,2050
405000,3,6,800,0,1470
269500,3,6,730,200,1100
520000,4,7,1020,1020,1720
229500,3,6,1180,0,1890
335000,4,7,1390,610,1520
680000,3,9,3310,0,3230
1.39E+06,3,9,2550,580,1830
740000,3,8,1600,700,2510
270000,4,8,2140,0,2060
510000,3,7,1760,450,1760
300000,3,6,970,0,1570
1.30E+06,4,8,2020,670,3380
675000,4,7,1670,220,1800
925850,3,10,3140,0,2980
255500,4,7,1150,290,1870
450000,3,10,2910,0,2910
280000,3,7,1310,0,1600
245000,4,7,2140,0,2060
344950,4,7,1090,0,1440
381000,3,7,1330,0,1500
1.95E+06,3,11,3480,1210,2800
1.50E+06,1,8,1910,0,2850
232603,4,7,1750,0,2140
220000,3,6,1760,0,1370
600000,5,8,1390,420,2080
239000,3,7,1360,0,1360
400000,3,8,1730,0,1440
2.18E+06,3,10,3690,1020,2950
350000,5,7,1010,0,1310
562000,5,8,2400,0,2230
380000,5,7,1540,0,1690
511200,3,7,740,740,1680
680000,3,9,2520,0,2910
350000,3,8,1000,210,1650
410000,3,8,1410,1260,1860
1.05E+06,4,10,3030,0,2980
391265,3,8,1440,0,1350
1.41E+06,3,9,3250,0,2890
575000,5,7,870,880,1750
316000,3,7,2120,0,2000
165000,3,7,1050,0,1050
850000,5,8,1430,520,1950
210000,3,5,1020,0,2070
325000,4,7,1220,600,1860
682000,3,8,2390,0,2610
430000,4,7,1400,0,1710
325500,4,7,1190,350,1290
385000,3,7,1280,1090,1990
435000,5,6,670,0,1330
550000,4,7,2420,0,1630
400000,4,6,860,140,1700
503000,5,7,1240,860,2490
676000,3,8,2800,0,2790
180000,4,7,940,0,1420
234000,5,6,1640,0,1160
734200,5,7,1680,1080,1850
920000,3,10,3660,0,3660
1.92E+06,4,9,2070,1000,3780
224000,4,7,1100,0,1520
1.40E+06,3,8,1690,1440,2980
185000,4,6,1320,0,1070
554600,5,7,1470,0,1530
268000,3,7,980,500,1790
675000,4,8,1530,730,2220
620000,4,8,1710,500,2070
396450,5,8,1540,0,1330
565000,4,7,1390,520,1750
410000,3,7,1160,600,1840
1.19E+06,4,8,1270,970,2240
716125,4,9,2110,0,2130
225000,3,7,1396,0,2020
640000,3,9,2320,720,2830
374000,3,6,980,160,1220
415000,5,7,1160,620,1780
592500,5,8,1770,1600,2920
365000,3,7,1484,0,1484
600000,4,7,1180,1050,1860
465000,4,9,2820,0,2910
254999,4,7,1000,580,1580
279000,3,7,2040,0,2040
460000,3,8,2720,0,2250
507000,3,7,1020,470,1510
291000,3,7,1560,0,1840
350000,3,7,830,0,830
90000,4,6,980,0,980
329000,4,8,1360,620,1880
909000,3,10,3680,0,2830
187000,4,5,860,0,960
580000,3,7,1020,830,1850
345000,3,7,1620,0,1620
497000,3,8,2240,0,1860
345000,3,6,1010,0,1330
313500,3,8,1610,0,2120
910000,3,9,2720,0,2870
399950,3,7,1190,890,1850
268000,4,7,1030,900,1220
559000,3,8,1450,800,1950
309000,4,7,1300,680,2030
410000,3,7,1960,0,2060
259000,4,7,1320,0,1370
950000,4,9,2340,600,2940
320000,4,7,1460,0,1690
1.15E+06,3,8,1490,840,2430
394250,3,7,2620,0,1730
315000,3,6,700,0,1150
480000,3,6,1140,0,1880
556000,3,9,2750,0,2710
450000,3,7,2480,0,2510
420000,3,7,940,190,1400
890000,3,8,1870,900,1570
295000,5,7,1030,680,1710
410000,5,8,2150,0,2200
308900,3,8,2250,0,2140
1.16E+06,3,8,1480,1480,2500
665000,3,8,2300,0,1820
577000,5,7,970,770,1740
959000,3,10,2830,0,1780
471000,5,7,1240,0,1800
560000,3,8,2180,0,2150
955000,3,8,2510,0,2510
1.24E+06,3,10,4930,1700,4470
579000,3,8,1800,500,2460
335000,3,8,3220,0,2120
485000,3,8,2270,0,2550
552000,3,9,1840,0,2730
950000,3,10,3820,0,2790
203700,3,7,1130,530,1550
412000,3,9,2450,910,2580
237500,4,7,1350,0,1470
866800,3,9,2200,770,1470
425000,3,7,860,140,1000
200000,3,7,1190,0,1540
280000,3,7,990,680,1230
140000,3,8,1200,0,1270
370000,3,8,1280,970,2140
550000,3,7,930,110,1700
1.41E+06,5,10,2610,570,3760
1.51E+06,5,10,2610,570,3760
510000,4,7,1020,1020,1490
351000,3,7,1160,0,1670
210000,3,6,880,0,1100
449999,5,7,1690,600,2170
137000,3,6,950,0,1260
270000,5,7,1010,0,2020
540000,4,7,1820,1280,2430
565000,3,8,1590,970,2500
940000,3,8,2430,0,2020
385000,4,6,830,0,2030
400000,3,8,1450,640,2090
365000,3,7,2030,0,1760
353250,3,7,1060,0,1360
455000,3,7,950,140,1640
475000,3,8,2500,900,1300
571500,4,7,960,960,1920
441000,3,6,780,370,1150
810000,4,10,2180,1790,2490
550000,3,8,1880,0,1880
736000,3,8,1100,400,1980
375000,3,7,2190,0,1700
717500,3,8,2530,0,2140
581000,3,8,1430,500,2840
629000,4,7,1510,0,1990
3.80E+06,3,13,4910,600,3430
225000,3,6,1100,0,1050
315000,3,7,1730,0,1780
425000,3,8,1480,0,1470
346500,4,7,1150,0,1880
550000,4,8,1570,380,2160
565000,3,8,1400,980,2150
1.00E+06,5,7,2040,1060,1650
400000,3,7,1450,560,1660
724950,4,8,2270,0,1420
623000,2,8,2050,0,3180
295000,3,6,650,0,1310
700000,3,9,2780,0,1000
482000,3,8,1160,140,1430
770000,3,10,2730,0,2800
310000,4,8,1820,1320,2700
720000,5,8,2410,0,1910
355000,4,6,1180,0,1270
512000,3,9,2600,0,2470
303000,3,7,1400,0,1430
299000,4,7,1110,1110,1780
285000,3,8,1660,0,2190
680000,4,8,1590,740,2420
285000,5,6,720,720,1820
707000,4,9,1690,1230,2710
690000,4,7,980,780,1760
872000,3,10,2860,0,2670
290000,3,8,1360,730,2040
425000,4,7,1110,800,1590
925000,4,9,2040,1240,3150
340500,3,7,1770,0,2000
365000,4,6,920,0,1370
725000,4,7,1690,0,1850
811000,5,8,1860,610,2390
299000,4,7,1040,0,1040
287500,5,7,1220,0,1220
879950,4,9,1830,1670,2960
135900,3,6,760,0,1220
1.23E+06,3,9,1870,1200,3070
522500,5,7,1300,800,1840
399500,5,7,1660,0,950
450000,4,7,1430,0,1140
218000,3,7,1620,0,2400
289999,3,8,1490,0,2040
540000,3,6,1170,0,1170
324950,4,7,1240,0,1240
718500,4,7,1920,990,1370
495000,4,9,2660,0,2570
260000,3,7,2220,0,1170
430000,4,7,1070,850,1450
402500,3,8,2780,0,1890
1.42E+06,4,10,2510,600,3250
275000,4,7,1450,370,1860
250000,3,7,1765,0,1765
665000,4,7,1320,480,1890
425000,3,8,2650,0,1940
760000,4,7,1310,100,1740
447000,3,7,1650,0,1560
205000,4,7,1180,0,1180
191000,4,6,800,0,820
350000,3,7,1430,0,1290
789888,3,9,2410,890,2540
443000,3,7,980,240,1990
695000,3,9,2660,870,2810
560000,4,7,1380,0,1440
550000,4,7,810,600,1760
850000,3,9,3360,0,2510
352750,4,7,1360,910,2050
550000,3,8,2890,0,2840
774900,3,7,1750,0,1700
250000,5,6,1010,0,1250
962800,3,9,3780,0,3370
299500,4,7,1880,0,2230
250000,3,6,800,0,1910
745000,5,9,3960,760,2160
279475,3,6,1060,0,1560
450000,3,8,2530,0,2160
307700,4,7,1260,720,1880
665000,4,8,1300,350,1440
375000,3,8,1890,0,2100
420000,3,11,3360,0,3530
148000,3,6,630,0,970
707000,3,8,1980,0,1980
399000,4,7,840,150,990
570000,3,9,3420,0,3250
853000,3,10,3440,0,3210
400000,4,7,1300,0,2440
615000,4,7,2040,0,2040
463000,4,7,1250,0,1520
600000,4,8,1290,670,2490
429000,3,7,1360,1360,2020
980000,3,8,2360,890,1800
359500,3,8,3190,0,2680
715000,3,9,2570,0,2760
240000,4,7,980,440,1430
455000,5,7,1060,1060,1290
610000,3,7,2080,0,2080
675000,3,9,2740,0,2210
283500,3,7,1250,0,1320
235000,3,7,1260,890,1590
827000,3,9,1870,1360,2670
353000,3,7,860,0,1554
747500,4,9,2810,0,2990
341000,3,6,1040,0,1740
182000,2,5,1160,0,1340
250000,3,6,1470,0,1360
655000,3,8,1670,680,2250
405000,4,8,1660,0,2510
390000,3,7,1100,920,1670
275400,3,7,890,0,1130
791000,3,8,1810,620,2040
424500,3,7,1460,0,1720
430000,4,7,980,0,1180
865000,4,9,2580,0,4220
163000,3,7,1250,0,1250
920000,5,8,1570,1570,2430
1.03E+06,3,9,1870,810,3440
325000,4,7,1290,520,1550
315000,3,7,2090,0,2070
227000,3,6,1120,0,1120
179000,3,6,1410,380,1790
276000,3,7,820,50,1500
335000,4,6,1840,1320,1540
430000,3,7,1600,750,2160
266490,3,7,1810,0,1880
655000,3,8,1580,1580,2050
635500,3,7,1000,660,1700
235000,3,7,1300,1200,2120
885000,4,9,2880,0,2840
352500,4,7,1470,0,1470
450000,3,8,1460,0,1910
3.64E+06,3,12,5490,0,2910
1.05E+06,3,9,1330,1150,2500
476000,3,8,1140,0,1140
375000,3,8,1830,0,1940
600600,3,8,3110,0,2910
567000,4,8,1430,1200,2240
650000,3,8,1470,920,2110
190000,4,5,1750,0,1560
858000,4,10,2580,1790,3260
435500,3,7,770,250,1230
685000,3,8,1770,730,1770
252000,4,7,1540,0,1500
512500,4,8,2200,0,2400
423800,3,8,1940,0,1940
460000,4,8,1453,0,1860
434000,3,8,1830,0,2030
244000,3,6,1000,1000,1760
348125,3,7,1400,0,1590
585000,4,8,2400,0,2280
230000,4,6,1390,0,1420
450000,4,8,1680,0,1760
393000,4,7,910,910,1180
517000,4,7,1140,0,1660
400000,3,7,1060,0,1920
890000,3,10,3050,0,3050
205950,4,6,970,0,1210
209000,3,6,1320,0,1270
430000,4,6,1110,780,1560
534000,4,6,1260,780,1940
735000,5,7,1650,720,2140
873000,3,11,2720,0,3170
475000,3,8,1390,580,1970
325000,4,7,1090,1090,2130
500000,3,9,2990,0,2840
279000,4,7,1330,850,1500
350000,3,8,1440,0,1980
660000,3,9,3180,0,2910
324950,4,7,1643,0,2270
500000,3,7,1530,0,1480
187300,3,6,850,460,1270
345600,3,9,2800,0,1780
400000,3,7,1510,0,2180
935000,3,10,2700,0,1610
374000,5,7,1140,1080,1670
328000,3,7,1440,0,2080
257500,5,7,1300,0,2210
1.00E+06,5,8,1630,600,2410
216500,4,8,1390,0,1390
1.19E+06,5,10,2760,0,3030
360000,3,9,3200,0,3030
699999,4,7,1240,0,1460
535000,4,8,1960,0,2020
464950,3,7,2190,0,1640
925000,3,10,3540,0,4130
930000,3,9,1840,800,1990
727500,3,8,1940,720,2270
325000,3,7,1670,0,1620
695000,3,8,2080,1000,2100
585000,3,8,1560,1330,1900
319000,3,7,1200,600,1700
265000,4,7,1790,210,1710
359000,4,7,1940,0,2300
390000,4,7,1940,0,2300
374500,5,7,960,0,1670
661000,4,8,1750,0,2220
900000,3,8,1620,700,2160
600000,3,8,1540,840,2270
2.00E+06,4,11,3940,2550,3290
512500,5,7,1620,0,1450
229500,4,8,1770,0,1690
589000,3,8,2320,0,2500
539950,3,8,1330,0,1310
640000,3,9,3420,0,2110
218250,3,7,970,300,1290
675000,3,8,1880,670,2090
338000,3,7,1860,0,1390
231750,3,7,1020,0,1470
199900,3,6,720,0,1140
1.06E+06,3,11,4460,0,4540
263000,5,7,1250,580,1730
279950,4,7,1160,360,1460
395000,4,7,1080,0,1400
252500,3,7,1900,0,1900
1.15E+06,3,11,5300,0,3730
205000,3,7,1370,0,1770
654000,4,8,1640,1320,1890
200000,2,6,960,0,1520
700000,3,8,2190,0,2090
2.72E+06,4,11,3990,0,3450
306000,5,7,800,400,1310
270000,3,7,1780,0,2010
340000,4,9,2630,0,2470
450000,4,7,2300,0,1460
580000,5,7,1810,1400,1840
435000,3,7,1290,1000,1820
690000,3,9,2780,0,3000
720000,3,8,2110,540,2000
403000,3,8,1390,450,2210
440000,5,7,1030,530,1870
178500,5,7,1200,0,1200
270000,3,7,1900,0,1420
129888,3,6,710,0,1070
260000,3,7,1360,0,1610
339950,4,8,2990,0,2150
250000,3,6,1640,0,1620
680000,3,10,2050,1600,2550
660000,4,7,1860,1060,1810
1.23E+06,3,11,3680,0,3710
550000,5,8,1830,0,1770
675000,3,8,2570,0,2580
981000,3,10,1900,830,2730
168000,4,6,1150,0,1170
1.00E+06,3,11,4260,0,3490
320000,3,7,1260,0,1530
959000,4,9,2220,2220,2660
372000,3,7,1270,1030,1840
391500,3,8,1920,0,1920
390000,3,7,1080,0,1520
302000,4,6,890,0,1160
495000,3,7,1100,550,1580
504500,3,8,1640,180,1440
555000,3,7,2170,150,1390
1.55E+06,5,9,2630,630,2600
550000,3,7,1250,480,1370
1.80E+06,5,10,3320,0,3680
655000,4,7,830,830,1100
685000,4,10,3290,0,2700
721000,4,7,1220,1060,1970
1.52E+06,3,9,2330,1320,1710
365000,3,7,1620,0,2240
458000,4,7,1220,800,1600
280000,3,6,1150,0,1170
628000,4,7,1000,940,1320
781500,3,10,3440,0,3310
295000,4,7,1300,700,1900
435000,5,7,750,0,1700
300000,3,7,1000,420,1550
208500,4,5,880,0,1010
930000,3,9,2680,0,2305
316000,3,6,860,0,1290
249900,4,7,1310,0,1290
675000,4,8,1540,240,2220
447000,3,7,1440,0,1610
675000,3,8,1510,0,1510
546000,3,8,1580,520,1490
310000,3,7,1310,0,1370
190000,3,7,880,400,1360
650000,3,8,1320,0,2110
585000,3,8,1130,610,1740
1.43E+06,3,10,2910,0,2480
565000,3,9,2500,0,3380
174900,2,6,1100,0,960
360000,3,8,1381,0,1381
234000,3,7,960,0,1540
575000,3,7,2530,1310,1380
315000,3,7,2200,0,2200
225000,3,7,1250,0,1300
370000,4,7,1850,530,1830
606000,3,7,1000,500,1640
272500,4,7,1410,0,1830
475000,3,7,960,720,1680
270000,4,7,1500,0,1350
624000,3,8,1440,1270,1960
355000,3,7,1730,0,1390
345000,3,7,960,0,1020
342000,3,8,2380,0,2260
316000,4,7,1120,0,1620
539950,3,9,2960,0,2800
221347,3,6,790,790,1090
330000,3,8,1870,0,2290
279000,4,8,1470,340,1850
850000,4,8,1750,800,2100
746000,4,7,1100,810,1910
478000,3,7,600,600,1790
820000,5,7,2420,0,1590
2.16E+06,3,11,2530,550,4120
820000,3,10,3850,0,2970
887000,4,8,2470,530,2600
159000,4,7,1360,0,1530
824000,3,8,2800,870,2010
812000,3,9,2270,0,1210
242000,4,7,1750,0,1890
625000,3,9,3550,0,3920
399888,4,7,1570,800,1640
289000,4,7,1670,0,1670
400000,3,9,1860,0,2500
1.55E+06,3,12,4460,0,3770
345000,3,7,1080,0,1530
874950,3,7,1080,0,1530
875000,5,7,1280,1000,1650
628990,3,9,2540,0,2740
535000,4,6,1280,1280,1390
770126,3,8,1430,960,1910
710000,5,8,1870,1000,2670
465000,3,7,860,650,1510
359000,4,7,2200,0,1690
151000,3,4,720,0,1290
820000,3,9,2970,0,2970
160000,4,7,960,0,1160
535000,4,7,1420,0,1490
365000,3,7,1300,500,1950
708000,3,9,3090,0,3080
215000,4,7,1200,0,1200
1.95E+06,4,10,4065,0,3070
390000,5,7,2570,0,2460
570000,4,7,1530,0,1640
383000,3,7,1500,0,1500
370000,3,9,2490,0,2650
454000,3,7,3040,0,2490
1.40E+06,3,10,2190,1950,3220
371000,3,7,1690,0,2390
530000,3,7,1430,0,1890
608000,4,8,1400,1090,2060
450000,5,7,1350,0,1100
780000,3,10,3140,0,3140
290000,2,8,2340,0,2480
225000,4,7,1100,510,1510
805000,4,10,3320,0,3270
660000,3,9,2390,0,2640
299000,5,7,1180,0,1400
530000,3,8,1260,0,1300
680000,5,7,1350,450,1920
199900,5,6,1790,0,1550
224000,3,7,1060,700,1340
244000,4,7,1440,100,1540
485000,5,7,860,400,1000
330000,3,8,2240,0,2250
509000,3,6,1030,600,1780
440000,3,8,2350,0,2260
244000,3,7,1350,0,1350
399700,4,7,870,450,940
519000,4,7,1250,700,1520
211000,3,7,1050,1050,1540
950000,4,7,1750,1730,3010
410000,3,8,1830,0,1830
750000,3,7,2040,600,1330
133400,4,6,900,0,1120
240000,3,7,1553,0,1010
539000,3,8,1570,140,2120
688000,3,10,3400,0,1760
465000,3,7,1270,0,1580
936000,4,8,1480,1480,2700
620000,3,7,3040,0,1690
429950,5,7,1430,0,1630
296475,3,7,1520,0,1560
330000,3,7,1100,720,1540
445000,3,8,1270,530,1940
846000,3,10,2070,650,1450
725000,4,8,1380,600,1810
369000,3,9,2550,0,2400
625000,3,8,1390,820,2050
535000,3,7,2120,0,2280
229950,5,6,1570,0,1140
229999,4,7,1310,0,1580
850000,3,8,2460,690,2080
589900,3,10,2530,1340,3020
513000,4,7,1160,680,1750
401000,4,6,1120,0,1980
260000,3,7,1440,0,1440
525000,4,8,2300,0,2000
470000,4,8,1370,700,1930
205000,3,7,940,480,1330
620000,4,8,1570,440,2050
229000,3,6,1200,0,1440
445000,3,7,860,290,1680
215000,3,7,1240,0,1130
504975,3,8,1900,0,1640
495000,3,8,2350,0,2210
205000,4,7,1120,0,1190
152275,3,6,1020,0,1260
586000,3,8,1930,0,2280
779950,3,9,2680,0,2310
557000,4,8,2660,0,1980
610000,4,8,1220,980,1940
405000,5,7,1010,0,1550
320000,3,8,2310,0,2310
356000,3,6,920,0,1080
794500,4,7,1930,1100,1280
349000,3,7,1590,0,2980
549000,3,7,2740,0,2740
193000,4,6,960,0,960
700000,3,9,1440,800,3150
523000,3,8,2400,0,2420
565000,4,7,1800,1060,1920
500000,3,7,2960,0,2760
1.45E+06,5,9,2710,1060,2560
710000,3,9,3830,0,2410
333000,3,8,2750,0,1340
580000,3,7,1300,800,2220
289950,3,7,1200,300,1780
375000,3,5,710,0,1810
505000,5,8,1910,860,2140
324950,3,7,1050,1000,2380
490000,3,7,1960,0,1560
630000,5,7,1770,0,1340
595000,4,8,3290,0,2750
872500,3,9,1260,730,1770
490000,4,7,1000,760,1760
1.90E+06,3,11,5080,0,4730
310000,3,7,1020,0,1770
450000,2,6,1200,150,1860
539000,3,9,1740,0,2580
888550,3,10,3540,0,3540
269950,3,7,1080,440,1720
142000,1,1,290,0,1620
300000,3,7,1310,0,1490
780000,3,10,2410,590,4270
545000,3,8,2660,0,2720
278000,3,7,2120,0,2120
342000,3,7,1200,0,1220
190000,4,7,1900,0,1720
387000,3,8,1010,0,1330
279950,3,7,1850,0,1870
550000,3,9,3580,940,2870
439000,3,8,1510,500,1780
774888,4,8,2420,0,2540
480000,4,8,1870,862,2720
835000,5,8,1910,0,1360
1.50E+06,3,9,2400,1120,1360
771000,4,7,1370,850,1620
1.23E+06,4,9,1760,260,3100
600000,5,8,1420,670,2110
305000,3,7,1010,570,1710
1.39E+06,3,8,2650,0,2780
216500,4,6,1020,0,1690
370000,3,7,720,350,1070
492650,3,8,1640,480,2310
431200,3,7,1060,300,1490
277500,3,7,1700,0,1960
278000,5,7,1090,730,1820
351000,3,6,730,700,1310
850000,3,10,3160,980,2640
885000,3,8,1313,0,1080
399950,3,8,1590,0,2780
185000,3,7,1080,0,1090
440000,3,8,1470,1260,2590
2.40E+06,3,10,3800,0,3940
299000,4,8,1320,1220,1870
299500,3,8,1230,580,2090
420000,5,7,1540,0,2180
234000,3,7,1390,0,1390
540000,5,7,850,610,2050
649950,4,8,2350,0,2370
330000,4,7,1160,0,1190
840000,3,9,3500,0,3390
370000,5,8,1980,0,2090
410000,5,7,1250,0,1430
257000,3,7,770,0,1320
350000,3,7,1320,600,1810
380000,3,6,1120,0,1120
344000,4,6,1150,0,1400
488000,3,7,1590,0,1260
465000,3,7,780,130,1220
229500,3,7,960,910,1680
445000,3,8,2420,0,1510
246000,3,6,2120,0,1540
545000,5,7,1660,1070,2250
518000,3,8,2560,0,2190
565000,3,8,2620,0,2620
445000,3,7,2760,0,2760
968000,3,8,1450,1450,2810
725000,5,7,910,910,1850
315500,3,7,990,880,1750
487585,3,7,1470,540,1840
246500,2,7,940,0,1890
819000,3,8,1650,200,1540
349900,3,7,2530,0,2070
267000,4,6,940,0,1020
480000,3,7,1480,340,1930
525000,3,7,880,630,1330
578000,3,8,2070,0,2120
345000,3,8,1380,0,1380
499000,3,7,910,360,2000
425000,4,7,1390,0,1460
268000,5,8,1840,0,1650
240000,4,7,1600,0,1600
147000,4,7,1100,380,1600
500000,4,6,1770,350,1560
1.01E+06,5,8,1940,1000,1970
991500,3,11,3820,0,3820
510000,4,7,1370,1370,1660
1.98E+06,3,10,4360,0,2180
484998,3,8,1540,0,1540
1.28E+06,3,11,4660,0,5080
210000,3,7,1590,0,1490
450000,4,7,1180,0,1420
875000,3,7,1320,1040,1680
529950,5,8,1220,640,2020
415000,3,7,1070,400,1280
590000,4,7,1960,1030,2500
379950,4,7,1140,550,1840
385000,3,6,660,0,1520
588000,3,8,2310,0,2200
252500,3,6,770,0,940
530000,3,9,2060,260,2320
385000,3,7,1370,0,1370
419000,4,7,1340,360,1980
175000,3,6,770,190,1280
515000,3,7,870,280,1380
945000,5,9,1850,1060,1960
359900,3,7,1290,1000,1660
419950,3,8,2260,0,2260
460000,3,7,900,400,1750
255000,3,7,1850,0,1710
481000,4,7,1470,450,1820
719521,4,7,1470,450,1820
1.08E+06,4,10,4000,910,3540
334000,4,8,1410,800,2210
675000,5,8,1520,760,1970
556000,3,7,1090,550,1640
900000,3,8,1700,280,2490
400000,3,7,900,0,1280
724950,5,8,980,980,1630
321000,4,8,1800,0,2010
1.36E+06,5,10,3170,1100,3100
171000,3,6,1020,500,1810
1.36E+06,4,10,5430,0,3170
323000,3,7,1950,0,1760
491500,3,9,2190,0,3000
226000,5,7,1200,0,1250
580000,4,7,1380,800,1720
640000,3,9,2320,0,2820
619790,4,7,800,240,1630
383962,3,8,2700,0,2350
373000,3,7,840,560,1400
541338,3,8,1010,1050,1760
254922,4,6,780,0,1310
575000,4,7,1440,960,1630
650000,4,7,1870,1030,2330
269950,4,7,1740,0,1780
270950,3,6,780,0,1280
495000,3,9,1530,900,2230
794154,4,8,1210,1000,2190
340768,4,8,1510,0,2110
375000,3,7,900,0,1280
820000,3,10,3670,0,3680
555000,3,8,960,200,1160
312500,3,7,1070,0,1070
450000,3,7,950,0,2040
739000,3,9,2950,0,3340
320000,3,7,1050,370,1420
235000,3,6,1590,0,1460
275500,3,7,1290,0,1440
564000,3,8,1690,0,1640
263000,3,6,1340,0,1240
257000,3,7,1397,0,1950
725000,3,10,3750,0,2540
300000,3,7,1400,600,2040
328000,3,8,2250,0,2460
187500,3,6,840,0,1030
400000,4,7,1100,0,1540
515000,4,7,1210,450,1440
1.41E+06,5,9,1580,600,2480
235000,3,7,1460,0,1460
669000,3,8,2470,0,2510
282000,4,6,1250,0,1450
663000,5,7,860,620,1660
279900,3,9,1540,700,1800
335000,4,7,1570,0,1410
689000,3,9,3250,0,1620
